FR,English,Popularity
littéralement,literally,4299
présidente,president,4300
hill,hill,4301
oublierai,forget,4302
tokyo,Tokyo,4303
jules,jules,4304
panneau,sign,4305
évite,avoid,4306
regardent,look,4307
tragédie,tragedy,4308
angel,Angel,4309
serveur,server,4310
fruit,fruit,4311
aaron,aaron,4312
marge,margin,4313
earl,EARL,4314
prière,pray,4315
activités,activities,4316
légiste,lawyer,4317
impôts,tax,4318
possession,possession,4319
confirmer,to confirm,4320
out,out,4321
vendeur,seller,4322
discuté,discussed,4323
dépasse,outrun,4324
apprécié,appreciated,4325
combinaison,combination,4326
joan,Joan,4327
proposer,to propose,4328
séjour,stay,4329
utilisent,use,4330
exception,exception,4331
ambassadeur,ambassador,4332
lincoln,Lincoln,4333
craindre,to fear,4334
allison,allison,4335
boy,boy,4336
poing,fist,4337
commences,comments,4338
chapitre,chapter,4339
four,oven,4340
rapporte,report,4341
association,association,4342
connaissiez,knew,4343
audition,hearing,4344
ordure,junk,4345
écriture,writing,4346
publicité,advertising,4347
cendres,ashes,4348
motif,pattern,4349
respiration,breathing,4350
rends-moi,give me,4351
quinze,fifteen,4352
art.,art.,4353
regretter,to regret,4354
avril,April,4355
boue,mud,4356
pleuré,cry,4357
rita,rita,4358
pipi,Pee,4359
noté,note,4360
sammy,Sammy,4361
tv,TV,4362
cran,cran,4363
échappe,escape,4364
veuille,wanted,4365
vivez,live,4366
apparence,appearance,4367
principe,principle,4368
oublies,forgotten,4369
essentiel,essential,4370
moment-là,moment,4371
quittez,exit,4372
sortons,let's go out,4373
alpha,alpha,4374
gentleman,gentleman,4375
gabriel,gabriel,4376
eaux,waters,4377
house,house,4378
brise,broken,4379
verte,green,4380
boules,balls,4381
lauren,lauren,4382
canada,Canada,4383
demandent,ask,4384
exige,required,4385
règlement,regulation,4386
francis,francis,4387
barney,barney,4388
aimable,friendly,4389
habillé,dressed,4390
ann,ann,4391
symbole,symbol,4392
endormi,sleeping,4393
margaret,margaret,4394
marin,marine,4395
what,WHAT,4396
docteurs,doctors,4397
adorent,worship,4398
revanche,revenge,4399
rarement,rarely,4400
gâteaux,cakes,4401
préparez-vous,prepare yourselves,4402
parait,seem,4403
with,with,4404
fonce,dark,4405
satellite,satellite,4406
paige,paige,4407
dettes,debt,4408
rembourser,refund,4409
passagers,passengers,4410
luxe,luxury,4411
vallée,valley,4412
médicale,medical,4413
reprend,resumes,4414
transport,transport,4415
effrayé,scared,4416
franc,franc,4417
couronne,Crown,4418
scientifiques,scientific,4419
chacune,each,4420
plante,plant,4421
menu,menu,4422
revolver,revolver,4423
bonhomme,fellow,4424
légal,legal,4425
liam,liam,4426
discute,discuss,4427
bonté,goodness,4428
bières,beers,4429
complète,complete,4430
avertissement,Warning,4431
acier,steel,4432
subir,undergo,4433
sentait,felt,4434
berlin,Berlin,4435
kitty,kitty,4436
plais,pleasant,4437
planté,plant,4438
branche,plugged,4439
puissante,powerful,4440
engagement,commitment,4441
imaginé,conceived,4442
options,options,4443
coûté,cost,4444
changements,change,4445
révéler,reveal,4446
mesures,measures,4447
coordonnées,contact information,4448
contacts,contacts,4449
bip,beep,4450
producteur,producer,4451
cessé,ceased,4452
fonction,function,4453
lame,blade,4454
donnait,gave,4455
navrée,sorry,4456
shawn,shawn,4457
cachée,hidden,4458
salopard,dirty,4459
cuir,leather,4460
monica,monica,4461
megan,megan,4462
direz,say,4463
goutte,drop,4464
rate,missed,4465
ticket,ticket,4466
douter,doubt,4467
chloé,Chloe,4468
fédéral,federal,4469
stephen,Stephen,4470
maths,maths,4471
ose,dare,4472
attaques,attacks,4473
autoroute,highway,4474
accuser,to accuse,4475
dealer,dealer,4476
déposition,deposition,4477
victoria,Victoria,4478
étonne,surprised,4479
deuil,mourning,4480
occupe-toi,keep busy,4481
légère,mild,4482
huh,huh,4483
avocate,lawyer,4484
statue,statue,4485
excellence,Excellency,4486
coule,pour,4487
armés,armed,4488
piqué,dive,4489
eva,EVA,4490
pères,fathers,4491
basket,basketball,4492
harris,harris,4493
ô,O,4494
pathétique,pathetic,4495
x,x,4496
journalistes,journalists,4497
remarquer,note,4498
booth,booth,4499
matthew,matthew,4500
innocente,innocent,4501
fichiers,file,4502
casque,helmet,4503
ruiné,ruined,4504
mené,led,4505
v,v,4506
prime,premium,4507
bloqué,blocked,4508
faisiez,do,4509
jenna,jenna,4510
bénisse,bless,4511
hélas,Alas,4512
sec,dry,4513
éclater,to burst,4514
bienvenu,welcome,4515
aile,wing,4516
mortes,dead,4517
combats,fighting,4518
kg,kg,4519
protocole,protocol,4520
prendrais,would take,4521
chatte,cat,4522
mouvements,move,4523
poignée,handle,4524
reviennent,come back,4525
gloria,gloria,4526
nelson,nelson,4527
aah,aah,4528
vodka,vodka,4529
roue,wheel,4530
oblige,obligatory,4531
quartiers,neighborhoods,4532
boucle,loop,4533
mordu,bitten,4534
fois-ci,times,4535
légitime,legitimate,4536
délire,delirium,4537
médicament,medication,4538
resto,resto,4539
trente,thirty,4540
island,Island,4541
douloureux,painful,4542
vues,views,4543
tonnes,tons,4544
jersey,Jersey,4545
demoiselle,bridesmaid,4546
attire,attracted,4547
bagnole,waggon,4548
serveuse,waitress,4549
contacté,contacted,4550
relève,relieving,4551
reprends,resume,4552
allume,alight,4553
conflit,conflict,4554
accomplir,accomplish,4555
bouteilles,bottles,4556
shane,Shane,4557
pensant,thinking,4558
lisez,read,4559
prêtes,ready,4560
badge,badge,4561
little,little,4562
pension,pension,4563
déposé,deposit,4564
routine,routine,4565
crève,rave,4566
articles,articles,4567
chagrin,grief,4568
local,local,4569
saurai,Saurai,4570
appuie,repute,4571
filmer,filming,4572
ayons,have,4573
know,know,4574
amusez-vous,have fun,4575
servent,serve,4576
réduire,reduce,4577
remet,remit,4578
filé,line,4579
courez,run,4580
rit,laughter,4581
symptômes,symptoms,4582
feuilles,sheets,4583
candidat,candidate,4584
vides,empty,4585
soupirs,sighs,4586
rory,row,4587
professionnelle,professional,4588
ressemblent,look alike,4589
wade,wade,4590
sauvages,savory,4591
organise,organized,4592
munitions,ammunition,4593
cercueil,coffin,4594
cm,cm,4595
enquêter,investigate,4596
disparue,disappeared,4597
réelle,actual,4598
trône,throne,4599
ouverts,open,4600
planque,plastic,4601
asile,asylum,4602
louer,to rent,4603
allumer,light up,4604
craig,craig,4605
tarder,delay,4606
fausses,false,4607
f,f,4608
administration,administration,4609
arrangement,arrangement,4610
existent,exist,4611
hop,hop,4612
juin,June,4613
sachez,know,4614
contrairement,in contrary,4615
wendy,wendy,4616
conseille,advise,4617
ford,ford,4618
fabrique,made,4619
mitchell,mitchell,4620
obscurité,darkness,4621
talents,talents,4622
enlevez,remove,4623
informé,informed,4624
colline,hill,4625
telles,such,4626
horribles,horrible,4627
avoué,confined,4628
mentez,lie,4629
réalisateur,director,4630
lesquelles,which,4631
fait-on,do one,4632
puits,well,4633
octobre,October,4634
cherchons,searches,4635
costumes,costumes,4636
irez,IREZ,4637
suis-moi,follow me,4638
léo,leo,4639
renoncer,to renouncer,4640
aimée,beloved,4641
république,Republic,4642
rendent,make,4643
longues,long,4644
sauvée,saved,4645
nuit-là,night,4646
testament,will,4647
facture,invoice,4648
domicile,residence,4649
basse,low,4650
transformé,transformed,4651
emmenée,brought,4652
médaille,medal,4653
texte,text,4654
établir,establish,4655
vanessa,vanessa,4656
sienne,his,4657
kong,kong,4658
record,record,4659
connaisse,know,4660
blé,wheat,4661
guerrier,warrior,4662
sms,sms,4663
entrain,by train,4664
quittes,quotes,4665
plantes,plants,4666
restons,stay,4667
accéder,to access,4668
suprême,supreme,4669
warren,Warren,4670
installé,installed,4671
tuent,kill,4672
décrire,to describe,4673
enveloppe,envelope,4674
était-il,Was it,4675
manche,handle,4676
écoles,schools,4677
rappelle-toi,reminds you,4678
batman,batman,4679
embête,rear,4680
espèces,species,4681
dalle,slab,4682
auquel,wherever,4683
mrs,Mrs,4684
cadre,framework,4685
enseigner,to teach,4686
maquillage,makeup,4687
fâchée,angry,4688
restant,remaining,4689
prétend,claim,4690
demandait,asked,4691
gris,Grey,4692
levez,raise,4693
nora,Nora,4694
sépare,separate,4695
enlèvement,removal,4696
magicien,Wizard,4697
historique,historical,4698
circulation,circulation,4699
1ère,1st,4700
piquer,sting,4701
stanley,stanley,4702
canard,duck,4703
lancement,launch,4704
quantité,amount,4705
gym,gym,4706
time,time,4707
punir,to punish,4708
téléphoner,call,4709
hélicoptère,helicopter,4710
dinde,Turkey,4711
subi,undergone,4712
énerver,annoy,4713
auto,car,4714
mêle,mingle,4715
anthony,anthony,4716
placer,to place,4717
réduit,reduced,4718
fédéraux,federal,4719
bruits,noise,4720
sujets,topics,4721
jetez,throw,4722
he,Hey,4723
tube,tube,4724
organes,organ,4725
mettez-vous,Put yourself,4726
poils,fur,4727
époux,husband,4728
tendu,tense,4729
ingénieur,engineer,4730
téléphones,telephones,4731
pape,Pope,4732
routes,roads,4733
lâché,cowardly,4734
portant,wearing,4735
bats,battle,4736
laissant,leaving,4737
pouce,thumb,4738
infection,infection,4739
faiblesse,weakness,4740
mettra,put,4741
manhattan,Manhattan,4742
responsables,responsible,4743
devinez,guess,4744
remarquable,remarkable,4745
tenais,held,4746
mérité,deserved,4747
collins,collar,4748
santa,santa,4749
libération,release,4750
malentendu,misunderstanding,4751
élément,element,4752
vaincre,overcome,4753
attiré,attracted,4754
mêler,mingle,4755
bouffer,eat,4756
souvient,remembrance,4757
profonde,deep,4758
chaussettes,socks,4759
morgue,morgue,4760
accuse,accused,4761
portez,wear,4762
estime,valued,4763
soda,soda,4764
silencieux,quiet,4765
diana,diana,4766
faibles,low,4767
avertir,to warn,4768
côtes,ribs,4769
tournage,turning,4770
bonnie,bonnie,4771
effraction,breaking in,4772
valises,suitcases,4773
atmosphère,atmosphere,4774
délit,offense,4775
fui,fled,4776
menottes,handcuffs,4777
partenaires,partners,4778
bureaux,offices,4779
this,this,4780
requin,shark,4781
détention,detention,4782
factures,invoices,4783
agissait,act,4784
continué,keep on going,4785
donne-lui,give him,4786
observer,observe,4787
visites,visiting,4788
conscient,aware,4789
condoléances,condolences,4790
maya,Maya,4791
sortant,outgoing,4792
nicole,nicole,4793
enfermer,lock up,4794
vôtres,Yours,4795
tumeur,tumor,4796
marches,pride,4797
crainte,fear,4798
panier,basket,4799
ruth,Ruth,4800
immunité,immunity,4801
terriblement,terribly,4802
compromis,compromise,4803
serait-ce,would it be,4804
minimum,minimum,4805
tels,such,4806
coûter,cost,4807
revue,review,4808
hong,hong,4809
scotch,Scotch,4810
tracy,tracy,4811
repéré,spotted,4812
ruiner,ruin,4813
différemment,differently,4814
violée,raped,4815
harper,harp,4816
trompez,deceive,4817
salauds,salad,4818
putes,whores,4819
clara,clara,4820
pleins,full,4821
come,comed,4822
personnages,characters,4823
péchés,sins,4824
fascinant,fascinating,4825
utilisée,used,4826
avaler,swallow,4827
nièce,niece,4828
élu,elected,4829
meubles,furniture,4830
magnifiques,magnificent,4831
devienne,become,4832
explose,explodes,4833
portent,carry,4834
viennes,come,4835
passerai,pass,4836
sagesse,wisdom,4837
seth,seth,4838
fouillé,search,4839
française,French,4840
janet,janet,4841
attends-moi,wait for me,4842
just,just,4843
imaginais,imagine,4844
douzaine,dozen,4845
fusillade,shooting,4846
intentions,intentions,4847
puissent,can,4848
permettez-moi,allow me,4849
serrer,to squeeze,4850
trouble,trouble,4851
sachiez,know,4852
connexion,connection,4853
renversé,reversed,4854
voudriez,wish,4855
équilibre,balance,4856
usage,use,4857
rapporter,report,4858
meure,dies,4859
sydney,Sydney,4860
intéresser,to interest,4861
sourd,deaf,4862
vaudrait,would be worth,4863
industrie,industry,4864
connus,known,4865
norman,norman,4866
soudainement,suddenly,4867
états,states,4868
brooklyn,Brooklyn,4869
croirait,herself,4870
communiquer,communicate,4871
déménagé,relocated,4872
saigne,bleeding,4873
longs,long,4874
festival,festival,4875
inconnue,unknown,4876
parliez,spoke,4877
revu,saw again,4878
parlez-moi,talk to me,4879
destinée,destiny,4880
linge,laundry,4881
ressent,feel,4882
câlin,Hug,4883
trouvons,find,4884
promettre,to promise,4885
jugé,judge,4886
fragile,brittle,4887
fabuleux,fabulous,4888
sieste,nap,4889
conçu,designed,4890
indices,indices,4891
obéir,to obey,4892
suicider,suicide,4893
chant,singing,4894
simpson,simpson,4895
curiosité,curiousity,4896
balancer,swing,4897
entraîneur,coach,4898
judy,judy,4899
écrasé,crushed,4900
archives,archives,4901
intimité,privacy,4902
demeure,remains,4903
ambiance,atmosphere,4904
c.,vs.,4905
ressembles,feelings,4906
brillante,brilliant,4907
ramasser,to pick up,4908
satisfait,satisfied,4909
tara,tara,4910
karl,karl,4911
connaitre,to know,4912
hector,Hector,4913
tissu,fabric,4914
viendrais,will come,4915
nuages,clouds,4916
avait-il,Had he,4917
phoebe,phoebe,4918
soir-là,evening,4919
résidence,residence,4920
jouais,played,4921
pourrais-tu,could you,4922
arriverai,arrive,4923
politiques,policies,4924
débat,debate,4925
fonctionner,function,4926
prostituée,prostitute,4927
bo,bo,4928
homo,homo,4929
pompiers,firefighters,4930
sorcières,witch,4931
parles-tu,do you speak,4932
leçons,lessons,4933
rendra,make,4934
vic,vic,4935
naturelle,natural,4936
réunions,meetings,4937
implique,implied,4938
bracelet,bracelet,4939
look,look,4940
zoo,zoo,4941
confortable,comfortable,4942
navette,shuttle bus,4943
cervelle,brain,4944
baron,baron,4945
jumeaux,twins,4946
genou,knee,4947
ralph,Ralph,4948
may,may,4949
mystérieux,mysterious,4950
coincés,stuck,4951
campus,campus,4952
arriverait,arrive,4953
augmenter,to augment,4954
tragique,tragic,4955
cash,cash,4956
elliot,elliot,4957
vilain,ugly,4958
toc,knock,4959
essaient,try,4960
moscou,Moscow,4961
heather,heather,4962
destination,destination,4963
grossesse,pregnancy,4964
foiré,fair,4965
royal,royal,4966
exposition,exposure,4967
amuse-toi,have fun,4968
nid,nest,4969
artistes,artists,4970
vise,aims,4971
merdé,shit,4972
mafia,mafia,4973
assiette,plate,4974
finn,finn,4975
demanderai,call,4976
kit,kit,4977
capables,capable,4978
aiderait,help,4979
par-dessus,Above,4980
fréquence,frequency,4981
ceux-là,these,4982
montrent,show,4983
caches,caches,4984
stars,stars,4985
dépensé,spent,4986
lane,lane,4987
méthodes,methods,4988
boum,boom,4989
atelier,workshop,4990
passées,past,4991
divine,Divine,4992
balade,stroll,4993
passais,passeser,4994
capitale,capital city,4995
générale,general,4996
hémorragie,hemorrhage,4997
prouvé,proved,4998
déplacé,displaced,4999
massage,massage,5000
mets-toi,put yourself,5001
daisy,daisy,5002
suffira,suffice,5003
emmenez,take,5004
ranch,ranch,5005
passez-moi,go,5006
touchée,affected,5007
murphy,murphy,5008
draps,sheets,5009
novembre,November,5010
dépression,depression,5011
young,Young,5012
quelconque,any,5013
opéra,opera,5014
prenais,tried,5015
violé,raped,5016
endormir,upset,5017
prends-le,Take it,5018
échanger,to exchange,5019
racheter,redeem,5020
fillette,girl,5021
duré,tough,5022
cessez,stop,5023
locale,local,5024
punition,punishment,5025
juliette,juliet,5026
accrocher,to win over,5027
lesquels,which,5028
rencontres,met,5029
chaussure,shoe,5030
natalie,natalie,5031
rob,rob,5032
tiroir,drawer,5033
accusations,accusations,5034
agis,agitated,5035
abandonnée,abandoned,5036
debbie,debbie,5037
devrai,appraise,5038
arrivez,arrive,5039
hello,Hello,5040
quête,quest,5041
arrivais,arrived,5042
chase,chase,5043
inquiétude,worry,5044
sources,sources,5045
dommages,damage,5046
allant,going,5047
fringues,clothes,5048
marco,marco,5049
grève,strike,5050
baissez,turn down,5051
scènes,scenes,5052
nettoie,clearay,5053
rendue,rendered,5054
batte,bat,5055
sauras,sauce,5056
menteuse,liar,5057
tennis,tennis,5058
rares,rare,5059
vire,fired,5060
dale,dale,5061
désirez,desire,5062
culotte,cheeky,5063
disques,discs,5064
oignons,onions,5065
alicia,alicia,5066
spécialiste,specialist,5067
entraîne,entail,5068
mitch,mitch,5069
tigre,tiger,5070
foire,fair,5071
solitude,solitude,5072
chariot,cart,5073
judiciaire,judicial,5074
deal,deal,5075
mannequin,model,5076
carla,carla,5077
localiser,locate,5078
tombent,fall,5079
cesser,to cease,5080
aiguille,needle,5081
mettons,put,5082
suisse,Swiss,5083
allumé,alight,5084
atterri,land,5085
euros,euros,5086
misérable,wretched,5087
a.,at.,5088
fournir,to supply,5089
juan,Juan,5090
diego,Diego,5091
légumes,vegetables,5092
sperme,sperm,5093
agit-il,he does,5094
confirme,confirmed,5095
pneus,tires,5096
évacuer,clear out,5097
ordinateurs,computers,5098
ex-femme,ex wife,5099
crié,calls out,5100
gras,fat,5101
sembles,semits,5102
jouet,toy,5103
citoyen,citizen,5104
plafond,ceiling,5105
fiers,proud,5106
willie,Willie,5107
signaler,report,5108
pisse,piss,5109
poème,poem,5110
pendu,hanged,5111
holmes,holmes,5112
prières,prayers,5113
prêter,to lend,5114
resterai,will remain,5115
confier,entrust,5116
arrêtés,arrested,5117
voyages,traveling,5118
dégueulasse,disgusting,5119
arrête-toi,stop,5120
ligue,league,5121
voisine,neighbor,5122
irons,irons,5123
montrez-moi,show me,5124
pique,pique,5125
trompée,deceived,5126
fermes,farms,5127
tiendra,will hold,5128
sandy,sandy,5129
périmètre,perimeter,5130
dana,dana,5131
furent,were,5132
massacre,massacre,5133
kent,Kent,5134
walt,walt,5135
muscles,muscle,5136
détestes,hate,5137
aiderai,help,5138
bizarrement,oddly,5139
irlandais,Irish,5140
météo,weather report,5141
veiller,take care of,5142
internes,internal,5143
verrons,will see,5144
description,description,5145
défaut,fault,5146
enlevée,removed,5147
anonyme,anonymous,5148
ambassade,embassy,5149
buter,abut,5150
adversaire,opponent,5151
fermeture,closing,5152
quasiment,nearly,5153
chasseurs,hunters,5154
intervenir,to intervene,5155
soupir,sigh,5156
mangent,eat,5157
civils,civilian,5158
automne,fall,5159
excitée,excited,5160
tranquilles,tranquil,5161
aurait-il,would he,5162
partira,leave,5163
refait,rebuilt,5164
splendide,splendid,5165
accro,addict,5166
horloge,clock,5167
moteurs,motors,5168
bougé,shaded,5169
enverrai,send,5170
sentent,smell,5171
vomi,vomit,5172
économie,economy,5173
feuille,leaf,5174
colonne,column,5175
vagues,wave,5176
pétrin,kneader,5177
pistes,tracks,5178
dépenser,spend,5179
pipe,smoking pipe,5180
osé,daring,5181
pirate,pirate,5182
promesses,promise,5183
frites,fries,5184
parier,to bet,5185
essayes,Try,5186
envoyés,sent,5187
peindre,to paint,5188
partent,leave,5189
informatique,computer science,5190
admets,admit,5191
doutais,doubt,5192
dés,from,5193
dépose,deposit,5194
ancêtres,ancestors,5195
acide,acid,5196
immobilier,immovable,5197
blue,Blue,5198
saisir,to input,5199
mettrai,putting,5200
liés,linked,5201
patty,patty,5202
kirk,kirk,5203
obligés,obliged,5204
constamment,constantly,5205
vedette,star,5206
marchait,walked,5207
christian,christian,5208
aidée,aided,5209
familier,familiar,5210
fixe,fixed,5211
dignité,dignity,5212
tirs,shot,5213
disparaît,disappears,5214
élections,elections,5215
dessins,drawings,5216
déclare,declared,5217
catastrophe,disaster,5218
choisit,chose,5219
prétendre,to claim,5220
amenez,bring,5221
marteau,hammer,5222
jet,jet,5223
g,g,5224
paierai,pay,5225
cameron,camber,5226
accorder,to agree,5227
accroche-toi,hook,5228
volontiers,gladly,5229
affection,affection,5230
disaient,said,5231
enregistrer,save,5232
ordonne,ordered,5233
tombes,fallen down,5234
saisi,grasped,5235
trouille,funk,5236
poignardé,stabbed,5237
ronnie,ronnie,5238
fiches,sheet,5239
scanner,to scan,5240
document,document,5241
colin,coline,5242
atterrir,to land,5243
rois,kings,5244
transforme,transform,5245
jill,Jill,5246
sec.,dry.,5247
échantillons,samples,5248
serre,tight,5249
fichier,file,5250
répétition,repetition,5251
gina,gina,5252
dentiste,Dentiste,5253
fassiez,do,5254
occupes,occupying,5255
plairait,would please,5256
plats,dishes,5257
accorde,allowed,5258
formes,shapes,5259
machin,machine,5260
christopher,christopher,5261
va-t-elle,will she,5262
déterminer,determine,5263
ouvriers,workers,5264
times,times,5265
utilisant,using,5266
sexuels,sexual,5267
célébrer,celebrate,5268
allen,allen,5269
oublions,forget,5270
montée,climb,5271
philip,philip,5272
partirai,pause,5273
civil,civil,5274
got,got,5275
pompes,pumps,5276
marc,marc,5277
promenade,walk,5278
entraîné,trained,5279
jetée,jetty,5280
profit,profit,5281
tiennent,hold,5282
tache,task,5283
franklin,Franklin,5284
emporte,wanted,5285
damon,Damon,5286
absent,absent,5287
désespéré,desperate,5288
burke,burke,5289
prochaines,upcoming,5290
création,creation,5291
cinquième,fifth,5292
levez-vous,stand up,5293
ecoutez-moi,listen to me,5294
ellie,ellie,5295
refuge,refuge,5296
base-ball,baseball,5297
diamant,diamond,5298
coke,coke,5299
antenne,antenna,5300
satan,Satan,5301
aperçu,preview,5302
antoine,antoine,5303
réussite,success,5304
guère,hardly,5305
provoquer,to provoke,5306
formule,formula,5307
fleuve,River,5308
recette,recipe,5309
intime,respondent,5310
cordes,strings,5311
plaie,wound,5312
réagir,react,5313
cuire,to cook,5314
leslie,Leslie,5315
bénédiction,blessing,5316
saloperie,slope,5317
eve,Eve,5318
compassion,compassion,5319
brooke,Brooke,5320
vaux,vaux,5321
obsédé,obsessed,5322
duc,duke,5323
curtis,curtis,5324
bidon,can,5325
divorcer,divorce,5326
relever,raise,5327
sobre,sober,5328
deviné,guess,5329
occupés,busy,5330
sonné,sounded,5331
drogué,drug,5332
von,von,5333
merveille,wonder,5334
flammes,flames,5335
illusion,illusion,5336
anneau,ring,5337
sauvetage,rescue,5338
comprennent,understand,5339
madison,madison,5340
gentiment,gently,5341
lana,laran,5342
canal,channel,5343
pleut,raw,5344
exposé,exposed,5345
violet,purple,5346
élevée,high,5347
gps,GPS,5348
april,april,5349
rapproche,close,5350
leonard,Leonard,5351
fatigue,tired,5352
effrayer,scare,5353
dormais,dreamed,5354
benjamin,benjamin,5355
réfléchissez,reflect,5356
get,get,5357
like,like,5358
lave,wash,5359
visiteurs,visitor,5360
piéger,trap,5361
péter,to fart,5362
occuperai,hold,5363
pédé,fag,5364
désordre,disorder,5365
surnom,nickname,5366
palmer,palm,5367
drew,drew,5368
meg,meg,5369
range,tidy,5370
structure,structure,5371
évasion,evasion,5372
dites-le,Say it,5373
discret,discreet,5374
petit-fils,grandson,5375
délicat,delicate,5376
appuyer,to lean on,5377
royale,royal,5378
foutus,fucked,5379
photographe,photographer,5380
disputer,dispute,5381
supérieure,superior,5382
raccroche,hung,5383
ère,time,5384
normaux,normal,5385
tuerait,kill,5386
officielle,official,5387
seattle,seattle,5388
marines,marine,5389
steak,steak,5390
connaissons,know,5391
drame,drama,5392
are,are,5393
intense,intense,5394
svp,please,5395
août,August,5396
loups,wolf,5397
verdict,verdict,5398
échecs,chess,5399
considéré,considered,5400
pirates,pirate,5401
assaut,assault,5402
écrite,written,5403
observe,observed,5404
survivants,survivors,5405
étudie,studied,5406
explosifs,explosives,5407
tues,you are beautiful,5408
poursuite,prosecution,5409
recherché,research,5410
arrêtez-vous,Stop,5411
singes,monkeys,5412
finisse,finish,5413
téléphoné,telephone,5414
sonnerie,alarm,5415
synchro,synchro,5416
çà,that,5417
mouche,fly,5418
botter,kick,5419
watson,Watson,5420
bingo,bingo,5421
plaques,plates,5422
clef,key,5423
nous-mêmes,ourselves,5424
grillé,gate,5425
peint,painted,5426
relecture,proofreading,5427
décembre,December,5428
montrez,show,5429
lindsay,Lindsay,5430
douceur,candy,5431
fiançailles,engagement,5432
impressionné,impressed,5433
restés,remains,5434
glisser,to glide,5435
allions,go,5436
faîtes,done,5437
neal,neal,5438
ned,ned,5439
vider,empty,5440
fonctions,functions,5441
michel,Michel,5442
capacités,capabilities,5443
touches,touches,5444
reverra,reverra,5445
anderson,Anderson,5446
fermés,closed,5447
bougies,candles,5448
baignoire,bathtub,5449
coincer,wedge,5450
familiale,family,5451
donnerais,would give,5452
eux-mêmes,themselves,5453
révélé,revealed,5454
international,international,5455
fun,fun,5456
banques,banks,5457
émotion,emotion,5458
cocaïne,cocaine,5459
conversations,conversations,5460
turner,turner,5461
jetons,chip,5462
relais,relay,5463
saleté,dirt,5464
retenue,detention,5465
kurt,Kurt,5466
compétences,skills,5467
plaisanterie,joke,5468
longueur,length,5469
thème,theme,5470
magasins,stores,5471
lutter,to struggle against,5472
viendront,will come,5473
monseigneur,My lord,5474
mourant,dying,5475
contenu,contents,5476
ennui,boredom,5477
corée,Korea,5478
référence,reference,5479
-ooo--,-OO--,5480
cachette,hiding place,5481
came,cam,5482
insectes,insects,5483
moustache,mustache,5484
certes,certainly,5485
britannique,British,5486
laissez-la,let it,5487
poésie,poetry,5488
assassinat,assassination,5489
lex,the ex,5490
tabac,tobacco,5491
garantie,guarantee,5492
couples,couple,5493
bacon,bacon,5494
apres,after,5495
freddy,freddy,5496
hôte,host,5497
conclusion,conclusion,5498
insisté,insisted,5499
personnels,personal,5500
représentant,representing,5501
pull,sweater,5502
défoncé,fucked,5503
fraîche,fresh,5504
zach,zach,5505
donald,donald,5506
voile,veil,5507
règne,reign,5508
venaient,came,5509
misère,misery,5510
future,future,5511
compliment,compliment,5512
sou,penny,5513
inverse,reverse,5514
coller,to stick on,5515
grotte,cave,5516
élection,election,5517
fouille,search,5518
irak,Iraq,5519
deviendra,will become,5520
vois-tu,do you see,5521
tristesse,sadness,5522
orchestre,orchestra,5523
suivent,follow,5524
analyses,analyzes,5525
allez-vous-en,go away,5526
portail,portal,5527
mines,mines,5528
montres,watches,5529
spéciales,special,5530
possibilités,possibilities,5531
puni,punished,5532
génétique,genetic,5533
robes,dresses,5534
aimons,like,5535
reconnaissez,acknowledge,5536
soirées,evenings,5537
boissons,drinks,5538
généralement,generally,5539
planche,plank,5540
eut,east,5541
chaînes,chains,5542
sorcier,Wizard,5543
lent,slow,5544
pam,pam,5545
vivons,live,5546
nuage,cloud,5547
now,now,5548
arrêtent,stop,5549
divorcé,divorced,5550
payée,paid,5551
louche,suspicious,5552
occupera,will occupy,5553
maladies,illness,5554
biscuits,cookies,5555
connards,asshole,5556
interrogé,interrogates,5557
archer,archer,5558
trahir,to betray,5559
sous-vêtements,underwear,5560
duke,duke,5561
saurait,know,5562
reporter,report,5563
bazar,bazaar,5564
mondes,worlds,5565
antonio,Antonio,5566
mail,mail,5567
boutons,buttons,5568
caporal,corporal,5569
j.,j.,5570
dites-leur,tell them,5571
développement,development,5572
quarantaine,quarantine,5573
poursuit,pursue,5574
juges,judges,5575
tombés,fallen down,5576
plains,plains,5577
nettoyé,cleaned up,5578
beach,beach,5579
marchent,march,5580
enfuie,foil,5581
enterprise,enterprise,5582
inspecteurs,inspectors,5583
demie,half-term,5584
mcgee,McGee,5585
graves,severe,5586
alison,alison,5587
enfoirés,bastard,5588
acceptez,accept,5589
inhabituel,unusual,5590
tickets,tickets,5591
essaierai,will try,5592
votes,votes,5593
détester,to hate,5594
han,han,5595
rebelles,rebellious,5596
descente,descent,5597
marchandise,merchandise,5598
nicky,nicky,5599
confus,confused,5600
possibles,possible,5601
shaw,shaw,5602
infirmerie,Infirmary,5603
savon,soap,5604
terreur,terror,5605
innocence,innocence,5606
vols,flights,5607
virginie,Virginia,5608
janvier,January,5609
cheville,peg,5610
experts,expertise,5611
puissiez,can,5612
ais,ais,5613
incroyablement,incredibly,5614
plomb,lead,5615
serions,would be,5616
réparé,repaired,5617
piper,piper,5618
harvard,hoover,5619
galerie,gallery,5620
cristal,crystal,5621
temporaire,temporary,5622
insensé,foolish,5623
cauchemars,nightmares,5624
mettait,put,5625
prendrait,take,5626
décharge,dump,5627
permets,permeats,5628
spécialement,especially,5629
prêté,loaned,5630
prenant,taking,5631
épuisé,exhausted,5632
benny,benny,5633
blanches,white,5634
