ES,English,Popularity
sigamos,let's keep going,4146
jennifer,Jennifer,4147
engañar,scam,4148
baje,Baje.,4149
contaré,I will tell,4150
guantes,gloves,4151
rompe,break,4152
conociste,you met,4153
hoja,sheet,4154
decían,they were saying,4155
recepción,reception,4156
logrado,accomplished,4157
odias,hate,4158
comisión,commission,4159
vampiro,vampire,4160
finales,finals,4161
sufrido,suffered,4162
azules,blue,4163
usarlo,Use it,4164
cometer,commit,4165
descansa,rest,4166
peleando,Fighting,4167
docena,dozen,4168
estaríamos,We would be,4169
sera,it will be,4170
lanza,spear,4171
averiguarlo,Find out,4172
lanzamiento,launching,4173
moverse,move,4174
ho,Ho.,4175
falla,failure,4176
angela,Angela,4177
técnicamente,technically,4178
dejara,leave,4179
medias,tights,4180
míralo,look at it,4181
físico,physical,4182
hacerla,do it,4183
multitud,crowd,4184
potencial,potential,4185
hacías,you did,4186
famosa,famous,4187
rutina,routine,4188
oportunidades,opportunities,4189
progreso,progress,4190
fascinante,fascinating,4191
ensalada,salad,4192
cómoda,comfortable,4193
prepara,prepare,4194
tráeme,bring to me,4195
equivocas,mistakes,4196
tubo,tube,4197
owen,Owen,4198
sacarlo,remove it,4199
is,IS.,4200
usas,USAS.,4201
letras,letters,4202
dennis,Dennis,4203
demasiados,too many,4204
éstas,are,4205
interrumpir,interrupt,4206
representa,It represents,4207
socios,Partners,4208
pecados,Sin,4209
novela,novel,4210
herramientas,tools,4211
desaparece,disappear,4212
apostar,bet,4213
ó,or,4214
septiembre,September,4215
vestidos,dresses,4216
festival,festival,4217
franceses,French,4218
queria,wanted,4219
gustar,like,4220
auxilio,help,4221
éstos,these,4222
fracaso,failure,4223
berlín,Berlin,4224
cañón,Canyon,4225
llegaremos,we will arrive,4226
empezaron,Beginning,4227
spencer,Spencer,4228
fíjate,notice,4229
votar,vote,4230
merezco,I deserve,4231
infantil,childish,4232
estacionamiento,parking lot,4233
asesina,murderess,4234
sentarte,searte,4235
mintió,Mint,4236
grita,shouts,4237
ofrecer,to offer,4238
ruth,ruth,4239
esclavos,slaves,4240
academia,academy,4241
probarlo,Try it,4242
viuda,widow,4243
reporte,report,4244
monedas,coins.,4245
rob,Rob,4246
advertencia,warning,4247
jugo,juice,4248
malcolm,Malcolm,4249
pico,peak,4250
miré,Look,4251
rota,broken,4252
sociales,social,4253
amarillo,yellow,4254
encargado,duty manager,4255
so,SW,4256
listas,lists.,4257
as,ace,4258
poderosa,powerful,4259
prometió,promised,4260
drama,drama,4261
confundido,confused,4262
olvídate,forget,4263
normales,normal,4264
inconsciente,unconscious,4265
asegurar,insure,4266
estadounidense,American,4267
locales,local,4268
informado,informed,4269
resuelto,resolved,4270
cueva,cave,4271
conduciendo,Driving,4272
perdidos,lost,4273
escuchó,I'm listening,4274
patético,pathetic,4275
abril,April,4276
matemáticas,math,4277
eliminar,remove,4278
venid,come,4279
hicieras,you did,4280
causar,cause,4281
demasiadas,Too many,4282
vigilando,vigilando.,4283
función,function,4284
solar,solar,4285
encontrarme,Find me.,4286
williams,Williams,4287
dólar,dollar,4288
trucos,Tricks,4289
h,H.,4290
lectura,reading,4291
camarero,waiter,4292
toman,they take,4293
regresaré,I'll be back,4294
tiendas,stores,4295
encontremos,let's find,4296
dimos,DIMO.,4297
cabina,cabin,4298
deporte,sport,4299
virginia,Virginia,4300
fuga,leakage,4301
holly,Holly.,4302
sospechosos,Suspicious,4303
jonathan,Jonathan.,4304
ala,to the,4305
champán,champagne,4306
quedaba,It was left,4307
viera,Viera.,4308
formar,to form,4309
walker,Walker.,4310
detectives,detectives,4311
entenderlo,understand it,4312
orejas,ears,4313
obligado,obliged,4314
testamento,will,4315
extremadamente,extremely,4316
creyó,He believed,4317
darán,Darán.,4318
materia,matter,4319
detuvo,Deturbo.,4320
casco,helmet,4321
sabremos,We will know,4322
agenda,schedule,4323
rosas,Rosas,4324
aceptado,accepted,4325
bello,beautiful,4326
fabuloso,fabulous,4327
llores,LLORES,4328
arruinado,ruined,4329
enterado,Allowed.,4330
junio,June,4331
baila,Baila,4332
artistas,Artists,4333
realizar,perform,4334
hechizo,spell,4335
respiración,breathing,4336
extremo,extreme,4337
historial,record,4338
pongan,Put.,4339
yeah,Yeah.,4340
próximos,upcoming,4341
extraordinario,extraordinary,4342
tigre,Tiger,4343
fianza,bail,4344
consejos,advice,4345
mostrarte,show you,4346
doctores,doctors,4347
auténtico,authentic,4348
usamos,We use,4349
romance,Romance,4350
miente,lies,4351
matthew,Matthew.,4352
importan,Import,4353
paren,paren,4354
indio,Indian,4355
increíblemente,incredibly,4356
pierdo,I lose,4357
llevaremos,We will take,4358
ví,saw,4359
ofrece,offers,4360
seco,dried,4361
willie,Willie.,4362
quinn,Quinn.,4363
sagrado,sacred,4364
monte,mountain,4365
paris,Paris,4366
discos,discs,4367
louise,Louise.,4368
carrie,carrie,4369
juguetes,toys,4370
cerdos,pigs,4371
enteré,I found out,4372
escapado,I escaped,4373
matarla,kill her.,4374
casó,case,4375
ali,Ali.,4376
salgas,come out,4377
pasajeros,passengers,4378
debilidad,soft spot,4379
civiles,civilian,4380
corbata,necktie,4381
dispuesta,disposed,4382
necesitaré,I will need,4383
cuartel,barracks,4384
cazar,hunt,4385
robando,stealing,4386
convencer,convince,4387
rollo,roll,4388
pescar,to fish,4389
mezcla,mix,4390
parejas,Couples,4391
condicional,conditional,4392
giro,turn,4393
bonitas,Nice.,4394
necesites,You need,4395
molestar,bother,4396
amantes,lovers,4397
gris,Gray,4398
zoe,Zoe.,4399
pedimos,We ask for,4400
refuerzos,reinforcement,4401
josé,Joseph,4402
colgar,hang,4403
heridos,wounded,4404
arreglo,arrangement,4405
plazo,term,4406
harold,Harold.,4407
salvajes,wild,4408
elliot,Elliot.,4409
fotografías,Photographs,4410
sintió,He felt,4411
hermosas,beautiful,4412
ashley,Ashley.,4413
convertir,turn into,4414
contarle,Tell him,4415
retiro,retirement,4416
francis,Francis,4417
gravedad,gravity,4418
importe,amount,4419
lata,can,4420
enseñaré,I will teach,4421
velas,candles,4422
suyos,his,4423
símbolo,symbol,4424
reconocimiento,recognition,4425
típico,typical,4426
ayudas,Aids,4427
regresado,returned,4428
conducta,conduct,4429
lane,lane,4430
ken,Ken.,4431
am,A.M,4432
participar,take part,4433
lana,wool,4434
shane,Shane,4435
hacernos,Make us,4436
tratan,Treat,4437
vendedor,seller,4438
federales,Federal.,4439
pudiéramos,We could,4440
diane,Diane,4441
estrés,stress,4442
césar,cease,4443
soltera,single woman,4444
gustará,It will like it,4445
em,Em.,4446
brujas,Bruges,4447
horario,schedule,4448
recuerden,Remember,4449
identificar,identify,4450
hill,Hill.,4451
alfombra,carpet,4452
perdóneme,excuse me,4453
actores,actors,4454
atractiva,attractive,4455
permítame,let me,4456
desperté,I woke up,4457
salía,It came out,4458
recibiendo,receiving,4459
preciso,precise,4460
comprendes,Include,4461
white,White.,4462
altos,High,4463
fan,fan,4464
papas,popes,4465
anciano,old man,4466
profunda,deep,4467
petróleo,Petroleum,4468
intenciones,intentions,4469
francesa,French,4470
neil,Neil.,4471
jin,Jin.,4472
rango,rank,4473
sombras,shades,4474
malvado,evil,4475
defender,defend,4476
lleguemos,Let's get there,4477
suba,rose,4478
jaula,cage,4479
watson,Watson.,4480
natalie,Natalie.,4481
comentarios,comments,4482
dosis,dose,4483
cartel,sign,4484
disparen,shoot,4485
esperad,wait,4486
cargar,charge,4487
enviaron,They sent,4488
jodida,fucked,4489
seguí,I continued,4490
aproximadamente,about,4491
postre,dessert,4492
escala,scale,4493
estudiando,studying,4494
pavo,Turkey,4495
origen,origin,4496
considerar,to consider,4497
fiel,faithful,4498
diego,Diego,4499
embajador,ambassador,4500
tatuaje,tattoo,4501
población,population,4502
harris,Harris,4503
comes,you eat,4504
llamen,call,4505
horribles,horrible,4506
vampiros,Vampires,4507
dormida,asleep.,4508
niveles,levels,4509
largas,long,4510
pandilla,gang,4511
agrada,liking,4512
traigan,Traigan.,4513
onda,wave,4514
atrapados,caught up,4515
duque,duke,4516
bajas,low,4517
dejaremos,We will leave,4518
b.,b.,4519
trono,throne,4520
canto,singing,4521
aumento,increase,4522
esconder,hide,4523
políticos,politicians,4524
muertes,deaths,4525
anthony,Anthony.,4526
pensabas,thought of,4527
saqué,saqué.,4528
taller,workshop,4529
fantástica,fantastic,4530
practicar,to practice,4531
asientos,seating,4532
armado,armed,4533
gibbs,Gibbs.,4534
habrán,will have,4535
considera,considers,4536
atender,attend,4537
ponemos,We put on,4538
we,We.,4539
consigues,canteen,4540
sentados,Sitting,4541
costó,cost,4542
soñando,dreaming,4543
stanley,Stanley,4544
creó,believe,4545
ayúdenme,help me,4546
juzgado,court,4547
hablarme,Talk to me,4548
janet,Janet,4549
bebido,drunk,4550
pierdas,loss,4551
ponlo,Ponlo,4552
gallina,hen,4553
miguel,Michael,4554
octubre,October,4555
sentirme,feel,4556
riesgos,risks,4557
dificil,hard,4558
besar,kiss,4559
lavar,to wash,4560
sacarte,take off,4561
cuyo,whose,4562
cayendo,falling down,4563
emocional,emotional,4564
prometida,fiancee,4565
molestia,inconvenience,4566
christine,christine,4567
consiga,Get,4568
huella,paw print,4569
agarra,Grab,4570
karl,Karl.,4571
condena,sentence,4572
decírmelo,Tell me about it,4573
cafetería,Cafeteria,4574
honesta,Honesta,4575
tómate,tomatoes,4576
pablo,Pablo,4577
medidas,measures,4578
ofreció,Offered,4579
dió,it gave,4580
quizas,maybe,4581
celosa,jealous,4582
instinto,instinct,4583
bancos,banks,4584
mías,mine,4585
emocionado,excited,4586
juguete,toy,4587
villa,town,4588
conocida,well-known,4589
servirá,will serve,4590
norman,Norman,4591
centavo,penny,4592
lincoln,Lincoln.,4593
connor,Connor.,4594
potencia,power,4595
unido,United,4596
julian,Julian,4597
copias,do you copy,4598
receta,recipe,4599
interesada,interested,4600
seguirá,will follow,4601
oírme,hear,4602
normas,rules,4603
cocaína,cocaine,4604
encontrarte,find you,4605
cambie,change,4606
asesinó,assassin,4607
huyendo,running away,4608
marihuana,Marijuana,4609
entramos,we enter,4610
congreso,congress,4611
capa,cap,4612
tocó,Touched.,4613
mágico,magical,4614
beneficios,Benefits,4615
aburrida,boring,4616
invito,Invite,4617
período,period,4618
corredor,runner,4619
marte,Mars,4620
ayudaría,would help,4621
cortado,chopped up,4622
mentiste,you lied,4623
olvidaste,Forgotten.,4624
nieto,grandson,4625
odiaba,I hated,4626
fraude,fraud,4627
zapato,shoe,4628
mantenerlo,keep it,4629
liam,Liam.,4630
tiró,threw,4631
sector,sector,4632
conseguirlo,to get it,4633
furgoneta,van,4634
causado,caused.,4635
beneficio,benefit,4636
querrías,I wanted to,4637
graduación,graduation,4638
alejado,remote,4639
junior,junior,4640
complejo,complex,4641
miraba,Look,4642
patas,legs,4643
columna,column,4644
empieces,Empieces.,4645
bienes,goods,4646
quisieras,you would like,4647
clásico,classic,4648
saque,Remove,4649
oírlo,hear it,4650
hígado,liver,4651
robaste,Stolen.,4652
decías,Saids,4653
all,All.,4654
lleven,LOST.,4655
trabajé,I worked,4656
muebles,furniture,4657
actos,Acts,4658
células,cells,4659
presa,dam,4660
hubiéramos,We would have,4661
travis,travis,4662
joan,Joan,4663
páginas,pages,4664
raymond,Raymond,4665
llenar,fill in,4666
riley,Riley.,4667
cambian,change,4668
sonríe,smile,4669
moscú,Moscow,4670
ordenó,Ordated,4671
go,Go.,4672
motel,motel,4673
venimos,we come,4674
cuente,Count,4675
a.,to.,4676
preguntes,Ask,4677
mentido,lying,4678
decidimos,we decided to,4679
house,House,4680
alimentos,foods,4681
actúa,Act.,4682
prefieres,Prefer,4683
mason,mason,4684
presupuesto,budget,4685
prepárate,Prepare,4686
ubicación,Location,4687
etapa,stage,4688
olvidaré,I will forget,4689
trajes,suits,4690
santos,Saints,4691
idioma,language,4692
fruta,fruit,4693
reconoce,recognize,4694
vuela,Flying,4695
ganando,Winning,4696
bendición,blessing,4697
luis,Luis,4698
compasión,compassion,4699
reconocer,recognize,4700
desarrollo,growth,4701
contarte,tell you,4702
vomitar,barf,4703
cazador,Hunter,4704
pesca,fishing,4705
arco,bow,4706
wendy,Wendy.,4707
llora,Clora.,4708
abandonó,abandonment,4709
supiste,you knew,4710
abogada,lawyer,4711
fama,fame,4712
plano,flat,4713
elige,choose,4714
maíz,corn,4715
remedio,remedy,4716
harta,Harta.,4717
maria,Maria,4718
muéstrame,Show me.,4719
audrey,Audrey,4720
acostumbrado,used to,4721
green,green,4722
leonard,Leonard.,4723
disfraz,costume,4724
termino,finished,4725
hombros,shoulders,4726
química,chemistry,4727
vela,candle,4728
muelle,dock,4729
tiroteo,shooting,4730
dirigir,lead,4731
enterrado,buried,4732
acento,accent,4733
psiquiatra,psychiatrist,4734
escoger,choose,4735
estupenda,great,4736
canadá,Canada,4737
indica,indicate.,4738
deudas,debts,4739
subiendo,going up,4740
bla,BLA.,4741
desayunar,eat breakfast,4742
tomaron,They took,4743
fines,purposes,4744
espíritus,Spirits,4745
ingeniero,engineer,4746
cráneo,skull,4747
desesperado,desperate,4748
baby,Baby.,4749
separados,separated,4750
queja,complain,4751
jugada,move,4752
bajando,going down,4753
signos,signs,4754
dirías,You would say,4755
von,von,4756
buscaré,I will search,4757
comen,eat,4758
hong,Hong,4759
pediré,I ask,4760
documento,document,4761
descripción,description,4762
tercero,third,4763
estructura,structure,4764
rehenes,hostage,4765
lleguen,Arrive,4766
botellas,Bottles,4767
encuentren,Find,4768
bomberos,firefighters,4769
horno,kiln,4770
préstamo,loan,4771
black,black.,4772
tratamos,We try,4773
autopsia,autopsy,4774
ocupados,busy,4775
penny,penny,4776
metí,METÍ.,4777
pares,pairs,4778
propietario,owner,4779
supieras,Suspecially,4780
adecuada,adequate,4781
cuarenta,forty,4782
profesión,profession,4783
británico,British,4784
exámenes,Exams,4785
tracy,tracy,4786
evan,Evan.,4787
seth,Seth,4788
moleste,bottle,4789
agosto,August,4790
logró,achievement,4791
marchar,to March,4792
logan,Logan,4793
crecido,grown up,4794
representante,representative,4795
empiezas,Starts,4796
tareas,chores,4797
gabriel,Gabriel,4798
vodka,vodka,4799
dí,gave,4800
re,re,4801
terribles,terrible,4802
infeliz,unhappy,4803
enormes,huge,4804
geniales,Great,4805
generoso,generous,4806
brindis,toast,4807
rita,Rita.,4808
directa,directo.,4809
hacéis,do,4810
actualmente,at the moment,4811
rifle,rifle,4812
casino,casino,4813
logro,achievement,4814
trajeron,They brought,4815
celos,jealousy,4816
artículos,articles,4817
estable,stable,4818
escuadrón,squadron,4819
ciudadano,citizen,4820
colin,Colin.,4821
sospecha,suspicion,4822
violento,violent,4823
engañado,cheated,4824
relacionado,related,4825
niega,denies,4826
vietnam,Vietnam,4827
batman,Batman,4828
vendió,sold.,4829
ralph,Ralph,4830
chaval,kid,4831
macho,male,4832
allison,Allison,4833
menores,minors,4834
constantemente,constantly,4835
conozca,know.,4836
directora,director,4837
borracha,drunk,4838
ventas,sales,4839
alivio,relief,4840
trauma,trauma,4841
enseñarte,teach you,4842
estadounidenses,Americans,4843
necesidades,needs,4844
bart,Bart.,4845
exposición,exposition,4846
negociar,negotiate,4847
todavia,yet,4848
explicarlo,explain it,4849
copas,Cups,4850
golpea,hit,4851
edificios,buildings,4852
región,region,4853
duros,hard,4854
moviendo,Moving.,4855
kitty,Kitty.,4856
aman,Aman.,4857
kong,Kong.,4858
ford,Ford.,4859
shh,shh,4860
lógica,logic,4861
eligió,elected,4862
sammy,Sammy.,4863
sangrando,bleeding out,4864
jefes,bosses,4865
comió,ate,4866
traducido,translated,4867
narices,nose,4868
deberes,duties,4869
grito,He shouted,4870
empresas,Business,4871
contactos,Contacts,4872
engaño,cheated,4873
acusación,accusation,4874
cirujano,surgeon,4875
pagando,paying,4876
cenizas,ash,4877
retraso,delay,4878
asesinar,murder,4879
mentí,lying,4880
imaginas,Imagine,4881
haciéndolo,doing it,4882
ocurriendo,happening,4883
pechos,Breasts,4884
solicitud,request,4885
enfermedades,diseases,4886
soporto,I stand,4887
buscarla,Search it,4888
mona,monkey,4889
fresca,Freshly,4890
prioridad,priority,4891
mentes,Meters.,4892
francos,Francos.,4893
rumor,rumor,4894
confías,You trust,4895
dibujo,He drew,4896
saliste,did you go out,4897
contaste,you counted.,4898
buscarte,look for you,4899
prefiere,prefers,4900
almirante,admiral,4901
gastar,spend,4902
vendrás,VEN.,4903
use,USE.,4904
craig,Craig.,4905
warren,Warren.,4906
conjunto,set,4907
profesionales,professionals,4908
ciertos,some,4909
verdes,green,4910
invitó,invited,4911
alumnos,students,4912
presentó,presented,4913
informar,report,4914
cortó,short,4915
maya,Maya,4916
apagar,to turn off,4917
malditas,damn,4918
harían,They would,4919
nelson,Nelson.,4920
besos,Kisses,4921
graciosa,Graciosa,4922
chinos,Chinese.,4923
noviembre,November,4924
invisible,invisible,4925
contarme,tell me,4926
economía,economy,4927
logramos,We achieved.,4928
combinación,combination,4929
enfermos,sick,4930
conectado,connected,4931
sucederá,will happen,4932
asumir,assume,4933
rusa,Russian,4934
habitual,habitual,4935
id,ID.,4936
posesión,possession,4937
inténtalo,Try it,4938
ministerio,ministry,4939
saludable,healthy,4940
firmado,signed,4941
oreja,ear,4942
calientes,hot,4943
personajes,characters,4944
liberar,break free,4945
cogió,He picked up,4946
toro,bull,4947
pintar,paint,4948
eternidad,eternity,4949
similar,Similary,4950
sobrina,niece,4951
tortura,torture,4952
máxima,maximum,4953
franco,Frank,4954
earl,Earl.,4955
raras,rare,4956
paige,Paige.,4957
espérame,wait for me,4958
nene,baby,4959
deportes,sports,4960
sígueme,Follow me.,4961
sra,Ms,4962
pulmones,lungs,4963
cuánta,how much,4964
necesitaremos,we will need,4965
isabel,Isabel,4966
acabará,End,4967
manzanas,Apples,4968
ratón,mouse,4969
eléctrica,electrician.,4970
ee,USA,4971
productor,producer,4972
quédense,Stay,4973
demuestra,shows,4974
lauren,Lauren.,4975
eventos,events,4976
entendiste,you understood,4977
v,V.,4978
reciente,recent,4979
empiezan,Start,4980
pasaste,You passed,4981
enfrentar,deal,4982
dejaba,left,4983
escucharme,listen to me,4984
apariencia,appearance,4985
aves,birds,4986
radiación,radiation,4987
advierto,I warn,4988
quemado,Burned,4989
corea,Korea,4990
sandy,Sandy.,4991
síntomas,symptom,4992
japoneses,Japanese,4993
kurt,Kurt.,4994
juzgar,judge,4995
adrian,Adrian,4996
cervezas,beers,4997
quemar,burn down,4998
kent,Kent.,4999
marzo,March,5000
meterme,meter,5001
cuarta,quarter,5002
gatillo,trigger,5003
azar,random,5004
soledad,loneliness,5005
vera,Vera.,5006
método,method,5007
creciendo,growing,5008
amenazas,threats,5009
alfa,alpha,5010
afecta,it affects,5011
alguacil,sheriff,5012
jugado,played,5013
excepción,exception,5014
dignidad,dignity,5015
graves,grave,5016
riendo,laughing,5017
aaron,Aaron,5018
pasear,walk,5019
autorización,authorization,5020
concepto,concept,5021
enseñado,taught,5022
molestes,Annoyes.,5023
volvieron,They returned,5024
llevaría,I would take,5025
pato,duck,5026
duncan,Duncan,5027
padrino,Godfather,5028
vigila,watch,5029
generalmente,usually,5030
quedando,staying,5031
numero,number,5032
permiten,allow,5033
bebo,Bebo.,5034
contratar,hire,5035
pides,asks,5036
administración,management,5037
continúe,Continue,5038
eli,Eli.,5039
case,casse,5040
inusual,unusual,5041
feria,fair,5042
mancha,stain,5043
leal,loyal,5044
transmisión,transmission,5045
tranquilízate,calm down,5046
asociación,association,5047
corran,crank,5048
seguiremos,will follow,5049
parto,Birth,5050
pegado,glued,5051
estarían,They would be,5052
mafia,mafia,5053
poesía,poetry,5054
preocupados,worriedly,5055
intercambio,exchange,5056
mel,Mel.,5057
constante,constant,5058
selva,jungle,5059
mostró,He showed,5060
jenna,Jenna.,5061
juegas,you play,5062
contrató,contract,5063
sintiendo,Feeling,5064
gane,I win,5065
aprende,Alegrenda,5066
presentimiento,feeling,5067
fuentes,sources,5068
protegerte,Protect yourself,5069
raíces,estate,5070
meterte,meter,5071
nicole,Nicole.,5072
perspectiva,perspective,5073
escolar,school,5074
digno,worthy,5075
shock,Shock.,5076
heather,Heather.,5077
bastardos,bastards,5078
quinto,fifth,5079
for,For.,5080
soportarlo,bear it,5081
star,Star.,5082
your,your,5083
campana,campaign,5084
juramento,oath,5085
matarán,They will kill,5086
mitchell,Mitchell.,5087
utiliza,use,5088
ronnie,Ronnie.,5089
ilusión,delusion,5090
vencer,overcome,5091
rezar,pray,5092
hoyo,hole,5093
tristeza,sadness,5094
miró,I look,5095
pases,passes,5096
dolores,Dolores,5097
sigas,Follows,5098
doloroso,painful,5099
love,sees it,5100
debbie,debbie,5101
equivoqué,Evivoche,5102
cuidando,taking care of,5103
medicamentos,medicines,5104
ocuparé,I will occupy,5105
bandas,Bands,5106
harper,Harper.,5107
protocolo,protocol,5108
unirse,join,5109
vosotras,you,5110
sufriendo,Suffering,5111
tomaremos,We will take,5112
otoño,fall,5113
estatal,state,5114
candidato,candidate,5115
vencido,defeated,5116
autor,Author,5117
aérea,Aerial,5118
usaba,Wearing,5119
comprende,understands,5120
polla,cock,5121
huelga,strike,5122
rabia,Rage,5123
agujeros,holes.,5124
estuviese,I was,5125
esperabas,I expected,5126
jovencita,Jovencita.,5127
callado,reserved,5128
encender,turn on,5129
grosero,rude,5130
mitch,MITCH.,5131
rancho,Ranch,5132
conflicto,conflict,5133
conspiración,conspiracy,5134
comando,command,5135
gota,gout,5136
escenas,Scenes,5137
pa,Pa.,5138
colonia,Suburb,5139
medalla,medal,5140
contactar,contact,5141
jugamos,let's play,5142
stone,Stone.,5143
cabra,goat,5144
traerme,Bring me.,5145
parientes,family members,5146
creído,Believement,5147
adolescentes,teenagers,5148
llenos,Full,5149
ultima,Ultima,5150
altas,high,5151
cambiará,switch to,5152
inteligentes,intelligent,5153
dieta,diet,5154
quedarás,You will stay with,5155
correctamente,correctly,5156
vería,would see,5157
suelto,loose,5158
fans,fans.,5159
japonés,Japanese,5160
ropas,clothes,5161
recibimos,We received,5162
elementos,elements,5163
verdaderos,True,5164
bonnie,Bonnie.,5165
piensen,think.,5166
pondremos,we will put,5167
contiene,Contains,5168
diciembre,December,5169
motores,Motors,5170
graham,Graham,5171
estarlo,to be,5172
preguntarme,Ask me about,5173
na,na,5174
permanente,permanent,5175
comercio,trade,5176
llegara,reach,5177
amada,loved,5178
jodidamente,Fuckingly,5179
grasa,grease,5180
infección,infection,5181
comenzado,started,5182
satisfecho,satisfied,5183
presidenta,Chairwoman,5184
llevarse,carry off,5185
pesada,heavy,5186
megan,Megan.,5187
barney,Barney.,5188
envío,Shipping,5189
desfile,parade,5190
suma,sum,5191
meterse,meter,5192
conclusión,conclusion,5193
atrapada,trapped,5194
mientes,you lie,5195
homicidios,homicide,5196
cajón,drawer,5197
tragos,swallows,5198
salve,Hail,5199
valores,values,5200
pierre,Pierre.,5201
leslie,Leslie.,5202
ejecución,execution,5203
misterioso,mysterious,5204
sándwich,sandwich,5205
lobos,Wolves,5206
fortaleza,strength,5207
furioso,furious,5208
hamburguesa,Burger,5209
barbara,Barbara,5210
salario,salary,5211
débiles,weak,5212
plena,Full,5213
pierda,Lose.,5214
murphy,Murphy,5215
cuero,leather,5216
jodan,Jodan,5217
oculta,hidden,5218
salvaste,saved,5219
quema,Burning,5220
cometió,he committed,5221
temor,fear,5222
nora,Nora.,5223
muchísimas,Many,5224
bo,BO.,5225
comedor,dining room,5226
aclarar,clear out,5227
controla,Control,5228
admito,I admit,5229
ji,ji.,5230
esconde,hide,5231
valioso,valuable,5232
aguja,needle,5233
equivoco,mistaken,5234
terminaste,You finished,5235
brillantes,Bright,5236
ingleses,English,5237
observando,Observer,5238
objetivos,objectives,5239
casarnos,get married,5240
emocionada,moved,5241
desaparición,disappearance,5242
sello,stamp,5243
quietos,Quiet,5244
escuelas,Schools,5245
merecía,Deserved,5246
deshacerse,get rid of,5247
tiburón,shark,5248
mostrarle,show him.,5249
nube,cloud,5250
formación,training,5251
compraste,You purchased.,5252
decepcionado,disappointed,5253
autopista,freeway,5254
evidente,evident,5255
camiones,Trucks,5256
programas,programs,5257
falsas,false,5258
daisy,daisy,5259
encuentres,Find,5260
matas,Matas,5261
quitado,taken away,5262
actividades,activities,5263
líderes,Leaders,5264
escuchad,Listen.,5265
global,global,5266
esclavo,slave,5267
ocasiones,occasions,5268
dejarle,to leave,5269
confirmar,confirm,5270
pendiente,pending,5271
toalla,towel,5272
construido,constructed,5273
creación,creation,5274
raros,rare,5275
novios,boyfriends,5276
escuches,Listen,5277
temía,feared,5278
detiene,Stop,5279
be,Be.,5280
gusano,worm,5281
atmósfera,atmosphere,5282
gina,Gina,5283
reunir,gather,5284
espiritual,spiritual,5285
pensión,pension,5286
sirven,serving,5287
saldremos,We will leave,5288
marica,sissy,5289
república,republic,5290
siéntense,Sit,5291
sabio,wise,5292
increíbles,Amazing,5293
embajada,embassy,5294
quieta,quiet,5295
escribo,I write,5296
poema,poem,5297
kang,Kang.,5298
terminará,will finish,5299
tenis,tennis,5300
civilización,civilization,5301
patada,kick,5302
cuerdas,ropes,5303
dibujos,drawings,5304
perdieron,They lost,5305
brenda,Brenda,5306
tirando,pulling,5307
miran,they watch,5308
prometes,promises,5309
chase,Chase,5310
pluma,pen,5311
r,R.,5312
posibles,possible,5313
fallo,failure,5314
iris,iris,5315
superman,Superman,5316
entendemos,We understand,5317
rodilla,knee,5318
vestida,dressed,5319
echó,threw out,5320
philip,Philip.,5321
tirador,shooter,5322
aparato,apparatus,5323
modales,manners,5324
horror,horror,5325
quisiste,you wanted.,5326
pavos,turkeys,5327
permitiré,I will allow,5328
estatua,statue,5329
asegurarse,make sure,5330
regresen,Return,5331
mandado,commanded,5332
continua,keep going,5333
siesta,nap,5334
ausencia,absence,5335
perdemos,we lose,5336
collins,Collins,5337
encontrarán,You will find,5338
cuentos,stories,5339
wade,Wade.,5340
maletín,briefcase,5341
phoebe,Phoebe,5342
jules,Jules.,5343
ellie,Ellie.,5344
perfume,fragrance,5345
grabar,Record,5346
crece,it grows,5347
jen,Jen.,5348
echarle,Throw,5349
entro,I enter,5350
duelo,duel,5351
israel,Israel,5352
cometí,commented.,5353
organizar,organize,5354
pervertido,perverted,5355
subió,went up,5356
revistas,journals,5357
dejarás,You will leave,5358
lleves,LOSE.,5359
walt,Walt.,5360
carla,Carla,5361
jill,Jill.,5362
enciende,Turn on,5363
quitó,He removed,5364
radar,Radar,5365
seriamente,seriously,5366
probabilidades,odds,5367
capullo,cocoon,5368
deseando,wishing,5369
dana,Dana,5370
bang,Bang.,5371
habrás,You will have,5372
ganaste,Won,5373
locas,crazy,5374
hall,hall,5375
encantó,charm,5376
telefónica,telephone,5377
llegues,arrivals,5378
micrófono,microphone,5379
margen,margin,5380
gesto,gesture,5381
cintas,Ribbons,5382
sugiere,Suggestion.,5383
embarazo,pregnancy,5384
stuart,Stuart.,5385
encaja,fits,5386
consuelo,comfort,5387
llamarla,call it,5388
sabiduría,wisdom,5389
sincera,sincere,5390
bolsillos,pockets,5391
paula,Paula.,5392
comencé,I started,5393
noel,Noel,5394
muestran,show,5395
lea,LEA.,5396
mágica,magic,5397
terriblemente,terribly,5398
recuerdan,remember.,5399
solíamos,we used to,5400
susto,scare,5401
ocurrirá,It will happen,5402
hadas,fairy,5403
sos,SOS.,5404
preocuparme,worry,5405
hare,I will do,5406
vidrio,glass,5407
término,finished,5408
volverán,They will return,5409
desorden,disorder,5410
alimentar,feed,5411
boleto,ticket,5412
lavado,washed,5413
confusión,confusion,5414
angeles,Angeles,5415
ave,bird,5416
cambié,I changed,5417
temer,fear,5418
pense,I thought,5419
danos,damage,5420
facultad,faculty,5421
mochila,bag,5422
satélite,satelite,5423
independiente,Independent,5424
intentan,They try,5425
enero,January,5426
